#         t          x          y          z         vx         vy         vz
      3.528    182.283    -63.176     56.286    -61.214    -56.788    -68.495
      3.529    182.222    -63.233     56.217    -61.335    -56.738    -68.527
      3.530    182.160    -63.290     56.149    -61.455    -56.687    -68.560
      3.531    182.099    -63.347     56.080    -61.576    -56.637    -68.592
      3.532    182.037    -63.403     56.011    -61.697    -56.586    -68.624
      3.533    181.975    -63.460     55.943    -61.818    -56.535    -68.656
      3.534    181.913    -63.516     55.874    -61.939    -56.485    -68.688
      3.535    181.851    -63.573     55.805    -62.060    -56.434    -68.720
      3.536    181.789    -63.629     55.737    -62.181    -56.383    -68.752
      3.537    181.727    -63.685     55.668    -62.302    -56.332    -68.784
      3.538    181.665    -63.742     55.599    -62.423    -56.281    -68.816
      3.539    181.602    -63.798     55.530    -62.544    -56.230    -68.848
      3.540    181.540    -63.854     55.461    -62.666    -56.179    -68.880
      3.541    181.477    -63.910     55.393    -62.787    -56.127    -68.912
      3.542    181.414    -63.966     55.324    -62.908    -56.076    -68.944
      3.543    181.351    -64.023     55.255    -63.030    -56.025    -68.975
      3.544    181.288    -64.079     55.186    -63.151    -55.973    -69.007
      3.545    181.225    -64.134     55.117    -63.272    -55.922    -69.039
      3.546    181.161    -64.190     55.048    -63.394    -55.870    -69.071
      3.547    181.098    -64.246     54.978    -63.515    -55.818    -69.103
      3.548    181.034    -64.302     54.909    -63.637    -55.767    -69.134
      3.549    180.971    -64.358     54.840    -63.758    -55.715    -69.166
      3.550    180.907    -64.413     54.771    -63.880    -55.663    -69.198
      3.551    180.843    -64.469     54.702    -64.002    -55.611    -69.229
      3.552    180.779    -64.525     54.633    -64.123    -55.559    -69.261
      3.553    180.715    -64.580     54.563    -64.245    -55.507    -69.293
      3.554    180.650    -64.636     54.494    -64.367    -55.455    -69.324
      3.555    180.586    -64.691     54.425    -64.489    -55.403    -69.356
      3.556    180.521    -64.746     54.355    -64.610    -55.350    -69.388
      3.557    180.457    -64.802     54.286    -64.732    -55.298    -69.419
      3.558    180.392    -64.857     54.216    -64.854    -55.246    -69.451
      3.559    180.327    -64.912     54.147    -64.976    -55.193    -69.482
      3.560    180.262    -64.967     54.077    -65.098    -55.141    -69.514
      3.561    180.197    -65.023     54.008    -65.220    -55.088    -69.545
      3.562    180.132    -65.078     53.938    -65.342    -55.035    -69.577
      3.563    180.066    -65.133     53.869    -65.465    -54.983    -69.608
      3.564    180.001    -65.188     53.799    -65.587    -54.930    -69.639
      3.565    179.935    -65.243     53.730    -65.709    -54.877    -69.671
      3.566    179.869    -65.297     53.660    -65.831    -54.824    -69.702
      3.567    179.803    -65.352     53.590    -65.953    -54.771    -69.734
      3.568    179.737    -65.407     53.520    -66.076    -54.718    -69.765
      3.569    179.671    -65.462     53.451    -66.198    -54.665    -69.796
      3.570    179.605    -65.516     53.381    -66.321    -54.611    -69.827
      3.571    179.539    -65.571     53.311    -66.443    -54.558    -69.859
      3.572    179.472    -65.625     53.241    -66.566    -54.505    -69.890
      3.573    179.405    -65.680     53.171    -66.688    -54.451    -69.921
      3.574    179.339    -65.734     53.101    -66.811    -54.398    -69.952
      3.575    179.272    -65.789     53.031    -66.933    -54.344    -69.983
      3.576    179.205    -65.843     52.961    -67.056    -54.291    -70.015
      3.577    179.138    -65.897     52.891    -67.179    -54.237    -70.046
      3.578    179.070    -65.951     52.821    -67.302    -54.183    -70.077
      3.579    179.003    -66.006     52.751    -67.424    -54.129    -70.108
      3.580    178.936    -66.060     52.681    -67.547    -54.075    -70.139
      3.581    178.868    -66.114     52.611    -67.670    -54.021    -70.170
      3.582    178.800    -66.168     52.541    -67.793    -53.967    -70.201
      3.583    178.732    -66.222     52.470    -67.916    -53.913    -70.232
      3.584    178.664    -66.276     52.400    -68.039    -53.859    -70.263
      3.585    178.596    -66.329     52.330    -68.162    -53.804    -70.294
      3.586    178.528    -66.383     52.260    -68.285    -53.750    -70.325
      3.587    178.460    -66.437     52.189    -68.409    -53.696    -70.356
      3.588    178.391    -66.491     52.119    -68.532    -53.641    -70.386
      3.589    178.323    -66.544     52.048    -68.655    -53.587    -70.417
      3.590    178.254    -66.598     51.978    -68.778    -53.532    -70.448
      3.591    178.185    -66.651     51.908    -68.902    -53.477    -70.479
      3.592    178.116    -66.705     51.837    -69.025    -53.422    -70.510
      3.593    178.047    -66.758     51.767    -69.148    -53.367    -70.541
      3.594    177.978    -66.811     51.696    -69.272    -53.312    -70.571
      3.595    177.909    -66.865     51.625    -69.395    -53.257    -70.602
      3.596    177.839    -66.918     51.555    -69.519    -53.202    -70.633
      3.597    177.770    -66.971     51.484    -69.643    -53.147    -70.663
      3.598    177.700    -67.024     51.413    -69.766    -53.092    -70.694
      3.599    177.630    -67.077     51.343    -69.890    -53.037    -70.725
      3.600    177.560    -67.130     51.272    -70.014    -52.981    -70.755
      3.601    177.490    -67.183     51.201    -70.137    -52.926    -70.786
      3.602    177.420    -67.236     51.130    -70.261    -52.870    -70.816
      3.603    177.349    -67.289     51.060    -70.385    -52.815    -70.847
      3.604    177.279    -67.342     50.989    -70.509    -52.759    -70.877
      3.605    177.208    -67.394     50.918    -70.633    -52.703    -70.908
      3.606    177.138    -67.447     50.847    -70.757    -52.647    -70.938
      3.607    177.067    -67.500     50.776    -70.881    -52.591    -70.969
      3.608    176.996    -67.552     50.705    -71.005    -52.535    -70.999
      3.609    176.925    -67.605     50.634    -71.129    -52.479    -71.030
      3.610    176.854    -67.657     50.563    -71.254    -52.423    -71.060
      3.611    176.782    -67.710     50.492    -71.378    -52.367    -71.090
      3.612    176.711    -67.762     50.421    -71.502    -52.311    -71.121
      3.613    176.639    -67.814     50.350    -71.626    -52.254    -71.151
      3.614    176.568    -67.867     50.278    -71.751    -52.198    -71.181
      3.615    176.496    -67.919     50.207    -71.875    -52.141    -71.212
      3.616    176.424    -67.971     50.136    -72.000    -52.085    -71.242
      3.617    176.352    -68.023     50.065    -72.124    -52.028    -71.272
      3.618    176.280    -68.075     49.993    -72.249    -51.971    -71.302
      3.619    176.207    -68.127     49.922    -72.374    -51.915    -71.332
      3.620    176.135    -68.179     49.851    -72.498    -51.858    -71.362
      3.621    176.062    -68.231     49.779    -72.623    -51.801    -71.393
      3.622    175.990    -68.282     49.708    -72.748    -51.744    -71.423
      3.623    175.917    -68.334     49.637    -72.872    -51.687    -71.453
      3.624    175.844    -68.386     49.565    -72.997    -51.629    -71.483
      3.625    175.771    -68.437     49.494    -73.122    -51.572    -71.513
      3.626    175.698    -68.489     49.422    -73.247    -51.515    -71.543
      3.627    175.624    -68.540     49.351    -73.372    -51.457    -71.573
      3.628    175.551    -68.592     49.279    -73.497    -51.400    -71.603
      3.629    175.477    -68.643     49.207    -73.622    -51.342    -71.633
      3.630    175.404    -68.694     49.136    -73.747    -51.285    -71.663
      3.631    175.330    -68.746     49.064    -73.873    -51.227    -71.693
      3.632    175.256    -68.797     48.992    -73.998    -51.169    -71.722
      3.633    175.182    -68.848     48.921    -74.123    -51.111    -71.752
      3.634    175.108    -68.899     48.849    -74.249    -51.053    -71.782
      3.635    175.033    -68.950     48.777    -74.374    -50.995    -71.812
      3.636    174.959    -69.001     48.705    -74.499    -50.937    -71.842
      3.637    174.884    -69.052     48.633    -74.625    -50.879    -71.871
      3.638    174.810    -69.103     48.561    -74.750    -50.820    -71.901
      3.639    174.735    -69.154     48.489    -74.876    -50.762    -71.931
      3.640    174.660    -69.204     48.418    -75.002    -50.704    -71.960
      3.641    174.585    -69.255     48.346    -75.127    -50.645    -71.990
      3.642    174.510    -69.306     48.274    -75.253    -50.586    -72.020
      3.643    174.434    -69.356     48.202    -75.379    -50.528    -72.049
      3.644    174.359    -69.407     48.129    -75.505    -50.469    -72.079
      3.645    174.283    -69.457     48.057    -75.631    -50.410    -72.108
      3.646    174.208    -69.508     47.985    -75.757    -50.351    -72.138
      3.647    174.132    -69.558     47.913    -75.883    -50.292    -72.167
      3.648    174.056    -69.608     47.841    -76.009    -50.233    -72.197
      3.649    173.980    -69.658     47.769    -76.135    -50.174    -72.226
      3.650    173.904    -69.708     47.696    -76.261    -50.115    -72.256
      3.651    173.827    -69.759     47.624    -76.387    -50.055    -72.285
      3.652    173.751    -69.809     47.552    -76.513    -49.996    -72.315
      3.653    173.674    -69.859     47.480    -76.639    -49.936    -72.344
      3.654    173.598    -69.908     47.407    -76.766    -49.877    -72.373
      3.655    173.521    -69.958     47.335    -76.892    -49.817    -72.403
      3.656    173.444    -70.008     47.262    -77.019    -49.757    -72.432
      3.657    173.367    -70.058     47.190    -77.145    -49.698    -72.461
      3.658    173.290    -70.107     47.117    -77.272    -49.638    -72.490
      3.659    173.212    -70.157     47.045    -77.398    -49.578    -72.520
      3.660    173.135    -70.207     46.972    -77.525    -49.518    -72.549
      3.661    173.057    -70.256     46.900    -77.652    -49.458    -72.578
      3.662    172.979    -70.306     46.827    -77.778    -49.397    -72.607
      3.663    172.902    -70.355     46.755    -77.905    -49.337    -72.636
      3.664    172.824    -70.404     46.682    -78.032    -49.277    -72.665
      3.665    172.746    -70.453     46.609    -78.159    -49.216    -72.694
      3.666    172.667    -70.503     46.537    -78.286    -49.156    -72.724
      3.667    172.589    -70.552     46.464    -78.413    -49.095    -72.753
      3.668    172.510    -70.601     46.391    -78.540    -49.034    -72.782
      3.669    172.432    -70.650     46.318    -78.667    -48.973    -72.810
      3.670    172.353    -70.699     46.245    -78.794    -48.913    -72.839
      3.671    172.274    -70.748     46.173    -78.922    -48.852    -72.868
      3.672    172.195    -70.797     46.100    -79.049    -48.791    -72.897
      3.673    172.116    -70.845     46.027    -79.176    -48.729    -72.926
      3.674    172.037    -70.894     45.954    -79.304    -48.668    -72.955
      3.675    171.958    -70.943     45.881    -79.431    -48.607    -72.984
      3.676    171.878    -70.991     45.808    -79.558    -48.545    -73.013
      3.677    171.798    -71.040     45.735    -79.686    -48.484    -73.041
      3.678    171.719    -71.088     45.662    -79.814    -48.422    -73.070
      3.679    171.639    -71.137     45.589    -79.941    -48.361    -73.099
      3.680    171.559    -71.185     45.516    -80.069    -48.299    -73.127
      3.681    171.479    -71.233     45.443    -80.197    -48.237    -73.156
